Unnamed: 0,user_location,id,date,text,in_reply_to_status_id,in_reply_to_user_id,retweet_original_user,retweet_original_tweet_id,hashtags,retweet_count,favorite_count,source,user_id,cleaned
101,New York,1517969684049575937,2022-04-23 20:52:29+00:00,"@Klitschko #SupportUkraine  Rainbow 🌈 Cares, a fundraising 4 Ukraine 🇺🇦#WARINUKRAINE #war  #Peace  #love  #StopWarInUkraine   #compassion   #PrayForUkraine #StopRussia #PeaceInUkraine  #PeaceAndLove #HelpUkraineWithCrypto   #hope  #buynow -&gt; https://t.co/4gc8odkFaC",1.5034058723153142e+18,18869484.0,,,"['SupportUkraine', 'WARINUKRAINE', 'war', 'Peace', 'love']",0,0,Twitter Web App,1.5133450748720742e+18,klitschko supportukraine rainbow 🌈 cares fundraising 4 ukraine 🇺🇦 warinukraine war peace love stopwarinukraine compassion prayforukraine stoprussia peaceinukraine peaceandlove helpukrainewithcrypto hope buynow gt
102,New York,1517969661303918592,2022-04-23 20:52:24+00:00,"@nursing_podcast #SupportUkraine  Rainbow 🌈 Cares, a fundraising 4 Ukraine 🇺🇦#WARINUKRAINE #war  #Peace  #love  #StopWarInUkraine   #compassion   #PrayForUkraine #StopRussia #PeaceInUkraine  #PeaceAndLove #HelpUkraineWithCrypto   #hope  #buynow -&gt; https://t.co/4gc8odkFaC",1.5177087647654257e+18,1.4694065134291067e+18,,,"['SupportUkraine', 'WARINUKRAINE', 'war', 'Peace', 'love']",0,0,Twitter Web App,1.5133450748720742e+18,nursing_podcast supportukraine rainbow 🌈 cares fundraising 4 ukraine 🇺🇦 warinukraine war peace love stopwarinukraine compassion prayforukraine stoprussia peaceinukraine peaceandlove helpukrainewithcrypto hope buynow gt
103,,1517969651011096577,2022-04-23 20:52:21+00:00,"you broke me first https://t.co/pa3KPVdl4O via @YouTubeMusic

#BROKEN #TRUSTNOONE #letsleepingdogslie #MOVEALONG #AllAmericanRejects #SUPERNATURAL #GORE #HORROR #LUCIFER #THEORIGINALS #WAR #ONE #METALLICA #CRIRICALACLAIM #UkraineUnderAttack #POLITICSSUCKS #PEACE 🙏💜✌🏽🤘🏽😁 https://t.co/tCdDrcXiWs",,,,,"['BROKEN', 'TRUSTNOONE', 'letsleepingdogslie', 'MOVEALONG']",0,0,Twitter for iPhone,1.4566849250217329e+18,you broke me first via youtubemusic broken trustnoone letsleepingdogslie movealong allamericanrejects supernatural gore horror lucifer theoriginals war one metallica criricalaclaim ukraineunderattack politicssucks peace 🙏💜✌🏽🤘🏽😁
104,New York,1517969637929017346,2022-04-23 20:52:18+00:00,"@nursing_podcast #SupportUkraine  Rainbow 🌈 Cares, a fundraising 4 Ukraine 🇺🇦#WARINUKRAINE #war  #Peace  #love  #StopWarInUkraine   #compassion   #PrayForUkraine #StopRussia #PeaceInUkraine  #PeaceAndLove #HelpUkraineWithCrypto   #hope  #buynow =&gt; https://t.co/4gc8odkFaC",1.515481556923687e+18,1.4694065134291067e+18,,,"['SupportUkraine', 'WARINUKRAINE', 'war', 'Peace', 'love']",0,0,Twitter Web App,1.5133450748720742e+18,nursing_podcast supportukraine rainbow 🌈 cares fundraising 4 ukraine 🇺🇦 warinukraine war peace love stopwarinukraine compassion prayforukraine stoprussia peaceinukraine peaceandlove helpukrainewithcrypto hope buynow gt
105,New York,1517969581360492545,2022-04-23 20:52:05+00:00,"@nursing_podcast #SupportUkraine  Rainbow 🌈 Cares, a fundraising 4 Ukraine 🇺🇦#WARINUKRAINE #war  #Peace  #love  #StopWarInUkraine   #compassion   #PrayForUkraine #StopRussia #PeaceInUkraine  #PeaceAndLove #HelpUkraineWithCrypto   #hope  #buynow -&gt; https://t.co/4gc8odkFaC",1.515481556923687e+18,1.4694065134291067e+18,,,"['SupportUkraine', 'WARINUKRAINE', 'war', 'Peace', 'love']",0,0,Twitter Web App,1.5133450748720742e+18,nursing_podcast supportukraine rainbow 🌈 cares fundraising 4 ukraine 🇺🇦 warinukraine war peace love stopwarinukraine compassion prayforukraine stoprussia peaceinukraine peaceandlove helpukrainewithcrypto hope buynow gt
106,New York,1517969557998215168,2022-04-23 20:51:59+00:00,"@nursing_podcast #SupportUkraine  Rainbow 🌈 Cares, a fundraising 4 Ukraine 🇺🇦#WARINUKRAINE #war  #Peace  #love  #StopWarInUkraine   #compassion   #PrayForUkraine #StopRussia #PeaceInUkraine  #PeaceAndLove #HelpUkraineWithCrypto   #hope  #buynow -&gt; https://t.co/4gc8odkFaC",1.5179637460937728e+18,1.5133450748720742e+18,,,"['SupportUkraine', 'WARINUKRAINE', 'war', 'Peace', 'love']",0,0,Twitter Web App,1.5133450748720742e+18,nursing_podcast supportukraine rainbow 🌈 cares fundraising 4 ukraine 🇺🇦 warinukraine war peace love stopwarinukraine compassion prayforukraine stoprussia peaceinukraine peaceandlove helpukrainewithcrypto hope buynow gt
107,,1517969540243619840,2022-04-23 20:51:55+00:00,"Peace Business Card https://t.co/YacOBTf7D7 via @zazzle 
#Peace #PeaceSign #War #Love #Conflict #Invasion #Ukraine #Russia #Decor #Art #Home #Office #Stationery #Card #OfficeSupplies #Business #BusinessSupplies #BusinessCard",,,,,"['Peace', 'PeaceSign', 'War', 'Love', 'Conflict', 'Invasion', 'Ukraine']",0,0,Twitter Web App,21466812.0,peace business card via zazzle peace peacesign war love conflict invasion ukraine russia decor art home office stationery card officesupplies business businesssupplies businesscard
108,New York,1517969534178705408,2022-04-23 20:51:54+00:00,"#SupportUkraine  Rainbow 🌈 Cares, a fundraising 4 Ukraine 🇺🇦#WARINUKRAINE #war  #Peace  #love  #StopWarInUkraine   #compassion   #PrayForUkraine #StopRussia #PeaceInUkraine  #PeaceAndLove #HelpUkraineWithCrypto   #hope  #buynow -&gt; https://t.co/4gc8odkFaC",1.5176807751220677e+18,1.5133450748720742e+18,,,"['SupportUkraine', 'WARINUKRAINE', 'war', 'Peace', 'love', 'StopWarInUkraine']",0,0,Twitter Web App,1.5133450748720742e+18,supportukraine rainbow 🌈 cares fundraising 4 ukraine 🇺🇦 warinukraine war peace love stopwarinukraine compassion prayforukraine stoprussia peaceinukraine peaceandlove helpukrainewithcrypto hope buynow gt
109,New York,1517969510921293824,2022-04-23 20:51:48+00:00,"@nursing_podcast #SupportUkraine  Rainbow 🌈 Cares, a fundraising 4 Ukraine 🇺🇦#WARINUKRAINE #war  #Peace  #love  #StopWarInUkraine   #compassion   #PrayForUkraine #StopRussia #PeaceInUkraine  #PeaceAndLove #HelpUkraineWithCrypto   #hope  #buynow -&gt; https://t.co/4gc8odkFaC",1.5177066212664033e+18,1.4694065134291067e+18,,,"['SupportUkraine', 'WARINUKRAINE', 'war', 'Peace', 'love']",0,0,Twitter Web App,1.5133450748720742e+18,nursing_podcast supportukraine rainbow 🌈 cares fundraising 4 ukraine 🇺🇦 warinukraine war peace love stopwarinukraine compassion prayforukraine stoprussia peaceinukraine peaceandlove helpukrainewithcrypto hope buynow gt
110,New York,1517969480760111105,2022-04-23 20:51:41+00:00,"@nursing_podcast #SupportUkraine  Rainbow 🌈 Cares, a fundraising 4 Ukraine 🇺🇦#WARINUKRAINE #war  #Peace  #love  #StopWarInUkraine   #compassion   #PrayForUkraine #StopRussia #PeaceInUkraine  #PeaceAndLove #HelpUkraineWithCrypto   #hope  #buynow -&gt; https://t.co/4gc8odkFaC",1.5173497388274235e+18,1.4694065134291067e+18,,,"['SupportUkraine', 'WARINUKRAINE', 'war', 'Peace', 'love']",0,0,Twitter Web App,1.5133450748720742e+18,nursing_podcast supportukraine rainbow 🌈 cares fundraising 4 ukraine 🇺🇦 warinukraine war peace love stopwarinukraine compassion prayforukraine stoprussia peaceinukraine peaceandlove helpukrainewithcrypto hope buynow gt
111,New York,1517969455678210048,2022-04-23 20:51:35+00:00,"@nursing_podcast #SupportUkraine  Rainbow 🌈 Cares, a fundraising 4 Ukraine 🇺🇦#WARINUKRAINE #war  #Peace  #love  #StopWarInUkraine   #compassion   #PrayForUkraine #StopRussia #PeaceInUkraine  #PeaceAndLove #HelpUkraineWithCrypto   #hope  #buynow -&gt; https://t.co/4gc8odkFaC",1.5177066958117724e+18,1.4694065134291067e+18,,,"['SupportUkraine', 'WARINUKRAINE', 'war', 'Peace', 'love']",0,0,Twitter Web App,1.5133450748720742e+18,nursing_podcast supportukraine rainbow 🌈 cares fundraising 4 ukraine 🇺🇦 warinukraine war peace love stopwarinukraine compassion prayforukraine stoprussia peaceinukraine peaceandlove helpukrainewithcrypto hope buynow gt
112,New York,1517969421297401856,2022-04-23 20:51:27+00:00,"@nursing_podcast #SupportUkraine  Rainbow 🌈 Cares, a fundraising 4 Ukraine 🇺🇦#WARINUKRAINE #war  #Peace  #love  #StopWarInUkraine   #compassion   #PrayForUkraine #StopRussia #PeaceInUkraine  #PeaceAndLove #HelpUkraineWithCrypto   #hope  #buynow -&gt; https://t.co/4gc8odkFaC",1.517714282028454e+18,1.4694065134291067e+18,,,"['SupportUkraine', 'WARINUKRAINE', 'war', 'Peace', 'love']",0,0,Twitter Web App,1.5133450748720742e+18,nursing_podcast supportukraine rainbow 🌈 cares fundraising 4 ukraine 🇺🇦 warinukraine war peace love stopwarinukraine compassion prayforukraine stoprussia peaceinukraine peaceandlove helpukrainewithcrypto hope buynow gt
113,New York,1517969388875489281,2022-04-23 20:51:19+00:00,"@nursing_podcast #SupportUkraine  Rainbow 🌈 Cares, a fundraising 4 Ukraine 🇺🇦#WARINUKRAINE #war  #Peace  #love  #StopWarInUkraine   #compassion   #PrayForUkraine #StopRussia #PeaceInUkraine  #PeaceAndLove #HelpUkraineWithCrypto   #hope  #buynow -&gt; https://t.co/4gc8odkFaC",1.5177138267912763e+18,1.4694065134291067e+18,,,"['SupportUkraine', 'WARINUKRAINE', 'war', 'Peace', 'love']",0,0,Twitter Web App,1.5133450748720742e+18,nursing_podcast supportukraine rainbow 🌈 cares fundraising 4 ukraine 🇺🇦 warinukraine war peace love stopwarinukraine compassion prayforukraine stoprussia peaceinukraine peaceandlove helpukrainewithcrypto hope buynow gt
114,,1517969386249854977,2022-04-23 20:51:18+00:00,"Последствия боевых действий на востоке Украины

#Украина #Ukraine #UkraineWar #RussiaUkraineWar #war #UkraineRussianWar #WARINUKRAINE https://t.co/PreRChVasW",,,,,"['Украина', 'Ukraine', 'UkraineWar', 'RussiaUkraineWar', 'war']",0,0,Twitter for Android,8.027999999732818e+17,последствия боевых действий на востоке украины украина ukraine ukrainewar russiaukrainewar war ukrainerussianwar warinukraine
115,New York,1517969365043494914,2022-04-23 20:51:13+00:00,"#SupportUkraine  Rainbow 🌈 Cares, a fundraising 4 Ukraine 🇺🇦#WARINUKRAINE #war  #Peace  #love  #StopWarInUkraine   #compassion   #PrayForUkraine #StopRussia #PeaceInUkraine  #PeaceAndLove #HelpUkraineWithCrypto   #hope  #buynow -&gt; https://t.co/4gc8odkFaC",1.5154943323919073e+18,1.5133450748720742e+18,,,"['SupportUkraine', 'WARINUKRAINE', 'war', 'Peace', 'love', 'StopWarInUkraine']",0,0,Twitter Web App,1.5133450748720742e+18,supportukraine rainbow 🌈 cares fundraising 4 ukraine 🇺🇦 warinukraine war peace love stopwarinukraine compassion prayforukraine stoprussia peaceinukraine peaceandlove helpukrainewithcrypto hope buynow gt
116,Cyprus,1517969346404012033,2022-04-23 20:51:09+00:00,"Budweiser brewer AB InBev is selling its stake in 11 Russian breweries.
In March, AB InBev (BUD) suspended sales of its Budweiser brand in Russia and forfeited financial benefit from its Russian joint venture.
#stopbusinesswithrussia #russia #war #ukraine https://t.co/Xm3X3ike0X",,,,,,0,0,Hootsuite Inc.,1.5103038053673697e+18,budweiser brewer ab inbev is selling its stake 11 russian breweries march ab inbev bud suspended sales of its budweiser brand russia and forfeited financial benefit from its russian joint venture stopbusinesswithrussia russia war ukraine
117,,1517969119403982848,2022-04-23 20:50:15+00:00,More cash to pay for elections? The mayor’s office doesn’t trust the math https://t.co/XU3xWjCSwj See More Here ==&gt; https://t.co/joUn0JLSCH  #puttin #russia #ukraine #war # #Kyiv #youtube #youtubeshorts #shorts  #videos #luxury #rich,,,,,,0,0,akidthaine-Yugioh,934982760.0,more cash to pay for elections the mayor ’ s office doesn ’ t trust the math see more here == gt puttin russia ukraine war kyiv youtube youtubeshorts shorts videos luxury rich
118,"Odessa, Ukraine",1517968747092398082,2022-04-23 20:48:46+00:00,"This is how Russia strikes military facilities with ""high-precision weapons"" in #Odessa. According to the latest data, 8 people died, 18 were injured🔥🇺🇦
#war #odesa #UkraineRussiaWar #Ukraine️ #russia #RussianUkrainianWar #RussianArmy #Russian #NaziRussia #eu #us https://t.co/CboUcDZCn4",,,,,['Odessa'],0,0,Twitter for Android,1.4349598699336663e+18,this is how russia strikes military facilities with `` high-precision weapons '' odessa according to the latest data 8 people died 18 were injured🔥🇺🇦 war odesa ukrainerussiawar ukraine️ russia russianukrainianwar russianarmy russian nazirussia eu us
119,Ukraine🇺🇦,1517968733096005637,2022-04-23 20:48:43+00:00,"#Ukraine 🙏🇺🇦 
#ArmUkraineNow
#CloseTheSky #роССияУБИЦА #UkraineWar #StopPutin #ruSSiakillscivilians #StopRussia #war #stopwar #StopBelarusian #StopRussianAggression  #russianwarinukraine  #геноцид #окупантырф #орда #ордло #кадыровцы #плен #рф200 #z #DJI #thales #Auchan #Scholz https://t.co/4APC6LYJHz",,,,,"['Ukraine', 'ArmUkraineNow', 'CloseTheSky', 'роССияУБИЦА', 'UkraineWar', 'StopPutin', 'ruSSiakillscivilians', 'StopRussia']",0,0,Twitter for Android,4503483681.0,ukraine 🙏🇺🇦 armukrainenow closethesky россияубица ukrainewar stopputin russiakillscivilians stoprussia war stopwar stopbelarusian stoprussianaggression russianwarinukraine геноцид окупантырф орда ордло кадыровцы плен рф200 z dji thales auchan scholz
120,Everywhere,1517968727119216643,2022-04-23 20:48:41+00:00,"🇷🇺💢🇺🇦🌏

Ukraine urges UN to do more to rescue civilians https://t.co/SiS2jist7X (Source: @bbcnews cc @meduza_en)

#Ukraine #civilians #humanitarian #evacuation #rescue #Mariupol #war #warinukraine #warinukraine #Russia #RussiaUkraine #Russian",,,,,,0,0,Twitter Web App,2722503240.0,🇷🇺💢🇺🇦🌏 ukraine urges to do more to rescue civilians source bbcnews cc meduza_en ukraine civilians humanitarian evacuation rescue mariupol war warinukraine warinukraine russia russiaukraine russian
121,Mother Earth 🌍🌬️,1517968691018838017,2022-04-23 20:48:33+00:00,Russia is a failure. #russia #urban #war https://t.co/vNooQUqdj3 https://t.co/9FQuxBFqyv,,,,,"['russia', 'urban', 'war']",0,0,Twitter Web App,494814362.0,russia is failure russia urban war
122,"Bremen, Deutschland",1517968643572776960,2022-04-23 20:48:21+00:00,"Film z kamery w mieszkaniu w Odessie, w momencie dzisiejszego ataku.

#Ukraine  #wojna #rosja #ukraina #rosjaukraina #WojnaWUkrainie #WarinUkraine #war #russia https://t.co/FKtV1GIPDs",,,,,"['Ukraine', 'wojna', 'rosja', 'ukraina']",0,1,Twitter for Android,1181982529.0,film z kamery w mieszkaniu w odessie w momencie dzisiejszego ataku ukraine wojna rosja ukraina rosjaukraina wojnawukrainie warinukraine war russia
123,,1517968609263378433,2022-04-23 20:48:13+00:00,"COME ON FURY!🥊
#WAR #Furywhyte #ANDSTILL",,,,,"['WAR', 'Furywhyte', 'ANDSTILL']",0,0,Twitter Web App,1963609388.0,on fury 🥊 war furywhyte andstill
124,,1517968487288868868,2022-04-23 20:47:44+00:00,Visible Escorts Label Females within the Jalandhar See More  Here ==&gt; https://t.co/D626og7AUl   #puttin #russia #ukraine #war # #Kyiv #youtube #youtubeshorts #shorts  #videos #luxury #rich,,,,,"['puttin', 'russia']",0,0,akidthaine-Yugioh,934982760.0,visible escorts label females within the jalandhar see more here == gt puttin russia ukraine war kyiv youtube youtubeshorts shorts videos luxury rich
125,Ukraine🇺🇦,1517968413750083584,2022-04-23 20:47:26+00:00,"#Ukraine 🙏🇺🇦 
#ArmUkraineNow
#CloseTheSky #роССияУБИЦА #UkraineWar #StopPutin #ruSSiakillscivilians #StopRussia #war #stopwar #StopBelarusian #StopRussianAggression  #russianwarinukraine  #геноцид #окупантырф #орда #ордло #кадыровцы #плен #рф200 #z #DJI #thales #Auchan #Scholz https://t.co/a9YCb8omuB",,,,,"['Ukraine', 'ArmUkraineNow', 'CloseTheSky', 'роССияУБИЦА', 'UkraineWar', 'StopPutin', 'ruSSiakillscivilians', 'StopRussia']",0,0,Twitter for Android,4503483681.0,ukraine 🙏🇺🇦 armukrainenow closethesky россияубица ukrainewar stopputin russiakillscivilians stoprussia war stopwar stopbelarusian stoprussianaggression russianwarinukraine геноцид окупантырф орда ордло кадыровцы плен рф200 z dji thales auchan scholz
126,New York,1517968390270373895,2022-04-23 20:47:21+00:00,"#SupportUkraine  Rainbow 🌈 Cares, a fundraising 4 Ukraine 🇺🇦#WARINUKRAINE #war  #Peace  #love  #StopWarInUkraine   #compassion   #PrayForUkraine #StopRussia #PeaceInUkraine  #PeaceAndLove #HelpUkraineWithCrypto   #hope  #buynow -&gt;  https://t.co/rqJ7HEHdBf",1.517718392698024e+18,1.5133450748720742e+18,,,"['SupportUkraine', 'WARINUKRAINE', 'war', 'Peace', 'love', 'StopWarInUkraine']",0,0,Twitter Web App,1.5133450748720742e+18,supportukraine rainbow 🌈 cares fundraising 4 ukraine 🇺🇦 warinukraine war peace love stopwarinukraine compassion prayforukraine stoprussia peaceinukraine peaceandlove helpukrainewithcrypto hope buynow gt
127,Polska,1517968375544221696,2022-04-23 20:47:17+00:00,"❗️🇺🇦 Украинские источники подтверждают как минимум четыре мощных взрыва в #Одессе.

#Odessa #Odesa 
#Одесса #Одеса 

#WAR #Ukraine️
#StopRussia #StopPutinNOW #StopRussianAggression #UkraineRussiaWar #Ukraina #WARINUKRAINE #war #ukrainawar #wojna #UkraineUnderAttaсk #Ucraina https://t.co/JRLMLtXdmZ",,,,,"['Одессе', 'Odessa', 'Odesa', 'Одесса', 'Одеса']",0,0,Twitter for Android,1522673454.0,❗️🇺🇦 украинские источники подтверждают как минимум четыре мощных взрыва в одессе odessa odesa одесса одеса war ukraine️ stoprussia stopputinnow stoprussianaggression ukrainerussiawar ukraina warinukraine war ukrainawar wojna ukraineunderattaсk ucraina
128,,1517968373363007493,2022-04-23 20:47:17+00:00,"Peace Business Card https://t.co/hu0BJQxiCN via @zazzle 
#Peace #PeaceSign #War #Love #Conflict #Invasion #Ukraine #Russia #Decor #Art #Home #Office #Stationery #Card #OfficeSupplies #Business #BusinessSupplies #BusinessCard",,,,,"['Peace', 'PeaceSign', 'War', 'Love', 'Conflict', 'Invasion', 'Ukraine']",0,0,Twitter Web App,21466812.0,peace business card via zazzle peace peacesign war love conflict invasion ukraine russia decor art home office stationery card officesupplies business businesssupplies businesscard
129,New York,1517968360591474688,2022-04-23 20:47:14+00:00,"#SupportUkraine  Rainbow 🌈 Cares, a fundraising 4 Ukraine 🇺🇦#WARINUKRAINE #war  #Peace  #love  #StopWarInUkraine   #compassion   #PrayForUkraine #StopRussia #PeaceInUkraine  #PeaceAndLove #HelpUkraineWithCrypto   #hope  #buynow -&gt;  https://t.co/rqJ7HEHdBf",1.5177197849593938e+18,1.5133450748720742e+18,,,"['SupportUkraine', 'WARINUKRAINE', 'war', 'Peace', 'love', 'StopWarInUkraine']",0,0,Twitter Web App,1.5133450748720742e+18,supportukraine rainbow 🌈 cares fundraising 4 ukraine 🇺🇦 warinukraine war peace love stopwarinukraine compassion prayforukraine stoprussia peaceinukraine peaceandlove helpukrainewithcrypto hope buynow gt
130,New York,1517968319890006017,2022-04-23 20:47:04+00:00,"#SupportUkraine  Rainbow 🌈 Cares, a fundraising 4 Ukraine 🇺🇦#WARINUKRAINE #war  #Peace  #love  #StopWarInUkraine   #compassion   #PrayForUkraine #StopRussia #PeaceInUkraine  #PeaceAndLove #HelpUkraineWithCrypto   #hope  #buynow -&gt;  https://t.co/rqJ7HEHdBf",1.5177192000385434e+18,1.5133450748720742e+18,,,"['SupportUkraine', 'WARINUKRAINE', 'war', 'Peace', 'love', 'StopWarInUkraine']",0,0,Twitter Web App,1.5133450748720742e+18,supportukraine rainbow 🌈 cares fundraising 4 ukraine 🇺🇦 warinukraine war peace love stopwarinukraine compassion prayforukraine stoprussia peaceinukraine peaceandlove helpukrainewithcrypto hope buynow gt
131,New York,1517968283600834561,2022-04-23 20:46:55+00:00,"@nursing_podcast #SupportUkraine  Rainbow 🌈 Cares, a fundraising 4 Ukraine 🇺🇦#WARINUKRAINE #war  #Peace  #love  #StopWarInUkraine   #compassion   #PrayForUkraine #StopRussia #PeaceInUkraine  #PeaceAndLove #HelpUkraineWithCrypto   #hope  #buynow -&gt;  https://t.co/rqJ7HEHdBf",1.5177141249139712e+18,1.4694065134291067e+18,,,"['SupportUkraine', 'WARINUKRAINE', 'war', 'Peace', 'love']",0,0,Twitter Web App,1.5133450748720742e+18,nursing_podcast supportukraine rainbow 🌈 cares fundraising 4 ukraine 🇺🇦 warinukraine war peace love stopwarinukraine compassion prayforukraine stoprussia peaceinukraine peaceandlove helpukrainewithcrypto hope buynow gt
132,New York,1517968233034391554,2022-04-23 20:46:43+00:00,"@nursing_podcast @susantananda3 #SupportUkraine  Rainbow 🌈 Cares, a fundraising 4 Ukraine 🇺🇦#WARINUKRAINE #war  #Peace  #love  #StopWarInUkraine   #compassion   #PrayForUkraine #StopRussia #PeaceInUkraine  #PeaceAndLove #HelpUkraineWithCrypto   #hope  #buynow -&gt;  https://t.co/rqJ7HEHdBf",1.517965060722856e+18,1.5133450748720742e+18,,,"['SupportUkraine', 'WARINUKRAINE', 'war']",0,0,Twitter Web App,1.5133450748720742e+18,nursing_podcast susantananda3 supportukraine rainbow 🌈 cares fundraising 4 ukraine 🇺🇦 warinukraine war peace love stopwarinukraine compassion prayforukraine stoprussia peaceinukraine peaceandlove helpukrainewithcrypto hope buynow gt
133,New York,1517968197177290753,2022-04-23 20:46:35+00:00,"@nursing_podcast #SupportUkraine  Rainbow 🌈 Cares, a fundraising 4 Ukraine 🇺🇦#WARINUKRAINE #war  #Peace  #love  #StopWarInUkraine   #compassion   #PrayForUkraine #StopRussia #PeaceInUkraine  #PeaceAndLove #HelpUkraineWithCrypto   #hope  #buynow -&gt;  https://t.co/rqJ7HEHdBf",1.5122811470316216e+18,1.4694065134291067e+18,,,"['SupportUkraine', 'WARINUKRAINE', 'war', 'Peace', 'love']",0,0,Twitter Web App,1.5133450748720742e+18,nursing_podcast supportukraine rainbow 🌈 cares fundraising 4 ukraine 🇺🇦 warinukraine war peace love stopwarinukraine compassion prayforukraine stoprussia peaceinukraine peaceandlove helpukrainewithcrypto hope buynow gt
134,New York,1517968174221774849,2022-04-23 20:46:29+00:00,"@nursing_podcast #SupportUkraine  Rainbow 🌈 Cares, a fundraising 4 Ukraine 🇺🇦#WARINUKRAINE #war  #Peace  #love  #StopWarInUkraine   #compassion   #PrayForUkraine #StopRussia #PeaceInUkraine  #PeaceAndLove #HelpUkraineWithCrypto   #hope  #buynow -&gt;  https://t.co/rqJ7HEHdBf",1.5115002016300933e+18,1.4694065134291067e+18,,,"['SupportUkraine', 'WARINUKRAINE', 'war', 'Peace', 'love']",0,0,Twitter Web App,1.5133450748720742e+18,nursing_podcast supportukraine rainbow 🌈 cares fundraising 4 ukraine 🇺🇦 warinukraine war peace love stopwarinukraine compassion prayforukraine stoprussia peaceinukraine peaceandlove helpukrainewithcrypto hope buynow gt
135,New York,1517968125047812096,2022-04-23 20:46:18+00:00,"@nursing_podcast @chrisrock @opensea #SupportUkraine  Rainbow 🌈 Cares, a fundraising 4 Ukraine 🇺🇦#WARINUKRAINE #war  #Peace  #love  #StopWarInUkraine   #compassion   #PrayForUkraine #StopRussia #PeaceInUkraine  #PeaceAndLove #HelpUkraineWithCrypto   #hope  #buynow -&gt;  https://t.co/rqJ7HEHdBf",1.5179659962161807e+18,1.5133450748720742e+18,,,"['SupportUkraine', 'WARINUKRAINE', 'war']",0,0,Twitter Web App,1.5133450748720742e+18,nursing_podcast chrisrock opensea supportukraine rainbow 🌈 cares fundraising 4 ukraine 🇺🇦 warinukraine war peace love stopwarinukraine compassion prayforukraine stoprussia peaceinukraine peaceandlove helpukrainewithcrypto hope buynow gt
136,New York,1517968092046970884,2022-04-23 20:46:10+00:00,"@nursing_podcast @chrisrock @opensea #SupportUkraine  Rainbow 🌈 Cares, a fundraising 4 Ukraine 🇺🇦#WARINUKRAINE #war  #Peace  #love  #StopWarInUkraine   #compassion   #PrayForUkraine #StopRussia #PeaceInUkraine  #PeaceAndLove #HelpUkraineWithCrypto   #hope  #buynow -&gt;  https://t.co/rqJ7HEHdBf",1.517962521390592e+18,1.5133450748720742e+18,,,"['SupportUkraine', 'WARINUKRAINE', 'war']",0,0,Twitter Web App,1.5133450748720742e+18,nursing_podcast chrisrock opensea supportukraine rainbow 🌈 cares fundraising 4 ukraine 🇺🇦 warinukraine war peace love stopwarinukraine compassion prayforukraine stoprussia peaceinukraine peaceandlove helpukrainewithcrypto hope buynow gt
137,New York,1517968065115291648,2022-04-23 20:46:03+00:00,"@Klitschko #SupportUkraine  Rainbow 🌈 Cares, a fundraising 4 Ukraine 🇺🇦#WARINUKRAINE #war  #Peace  #love  #StopWarInUkraine   #compassion   #PrayForUkraine #StopRussia #PeaceInUkraine  #PeaceAndLove #HelpUkraineWithCrypto   #hope  #buynow -&gt;  https://t.co/rqJ7HEpCcF",1.5034058723153142e+18,18869484.0,,,"['SupportUkraine', 'WARINUKRAINE', 'war', 'Peace', 'love']",0,0,Twitter Web App,1.5133450748720742e+18,klitschko supportukraine rainbow 🌈 cares fundraising 4 ukraine 🇺🇦 warinukraine war peace love stopwarinukraine compassion prayforukraine stoprussia peaceinukraine peaceandlove helpukrainewithcrypto hope buynow gt
138,New York,1517968039576313858,2022-04-23 20:45:57+00:00,"@nursing_podcast #SupportUkraine  Rainbow 🌈 Cares, a fundraising 4 Ukraine 🇺🇦#WARINUKRAINE #war  #Peace  #love  #StopWarInUkraine   #compassion   #PrayForUkraine #StopRussia #PeaceInUkraine  #PeaceAndLove #HelpUkraineWithCrypto   #hope  #buynow -&gt;  https://t.co/rqJ7HEHdBf",1.5177087647654257e+18,1.4694065134291067e+18,,,"['SupportUkraine', 'WARINUKRAINE', 'war', 'Peace', 'love']",0,0,Twitter Web App,1.5133450748720742e+18,nursing_podcast supportukraine rainbow 🌈 cares fundraising 4 ukraine 🇺🇦 warinukraine war peace love stopwarinukraine compassion prayforukraine stoprussia peaceinukraine peaceandlove helpukrainewithcrypto hope buynow gt
139,,1517968031703465984,2022-04-23 20:45:55+00:00,"So #democrats are allowed to make posts making fun of Madison and #republicans but they wanna get big mad when #republicans do the same back to them, lol. @JDCocchiarella @AaronParnas @CalltoActivism @jojofromjerz #politics #war #wars #russia #resist #joebiden #biden #trump #CNN",,,,,"['democrats', 'republicans']",0,0,Twitter for iPhone,1.3201394742195896e+18,so democrats are allowed to make posts making fun of madison and republicans but they wan na get big mad when republicans do the same back to them lol jdcocchiarella aaronparnas calltoactivism jojofromjerz politics war wars russia resist joebiden biden trump cnn
